size time error
4 30.597647428512573 0.22107272074476514
6 31.3453250169754 0.14450302541263432
8 32.63518261909485 0.11454220386053371
10 34.128810262680055 0.09756623021886614
12 36.325074672698975 0.1582577698980442
14 38.35604493618011 0.11885038424786076
16 41.18248393535614 0.12861795845939494
18 37.31391251087189 1.46812986215503
20 38.68352737426758 1.2740540225550547
