size time error
1 0.16562879085540771 0.02228809642953098
2 0.1689831018447876 0.026920203668272278
3 0.17181861400604248 0.03041029989976239
4 0.19554269313812256 0.04758463490576958
5 2.7100906372070312 1.8082916535717755
6 120.10415005683899 0.0024306930473202808
7 120.10354626178741 0.0012908736761916624
8 120.10066747665405 0.0019694379372170562
9 120.10145330429077 0.002624568550470393
10 120.09808385372162 0.001425069241850349
