size time error
1 0.026847124099731445 0.006075552506542396
2 0.042562007904052734 0.014309360831630655
3 0.07085216045379639 0.0056009789923097296
4 0.10712099075317383 0.01796635858322391
5 0.19495809078216553 0.03471197584617828
6 0.3864915370941162 0.08511910090302541
7 0.8218594789505005 0.15032819915689852
8 1.9506038427352905 0.4158722265636638
9 4.602599143981934 0.47451383429517535
10 13.457379460334778 3.3099776282813504
