size time error
1 0.024291634559631348 0.005081729818655515
2 0.029354572296142578 0.006415087518146159
3 0.3612128496170044 0.06267792711970287
4 3.322174549102783 0.7864177091899837
5 24.08194410800934 4.612605217585731
6 120.15217912197113 0.0044094032912097335
7 120.12711358070374 0.024104625600350513
8 120.14554357528687 0.0005185748240780401
9 120.13691651821136 0.008283204431543026
10 120.15804874897003 0.00263856130417601
