size time error
1 0.029312491416931152 0.0001589779125830923
2 0.1326584815979004 0.0002400684491180524
3 0.14761972427368164 0.0008807005464836416
4 0.13380253314971924 0.1446103891005166
5 0.14272749423980713 0.008924848053272877
6 0.2140747308731079 0.05064382175808431
7 0.6239199638366699 0.07920033467294355
8 10.086235761642456 1.1158344425780387
9 120.01417994499207 0.0010064667424401494
10 120.02914488315582 0.00014380504711917043
