size time error
1 0.08328509330749512 0.05946954042365957
2 0.13334202766418457 0.006052961795740558
3 0.186759352684021 0.059480835779060486
4 0.1430429220199585 0.04075043912603109
5 0.16841614246368408 0.0519800454432737
6 0.20075631141662598 0.03728782263977008
7 0.19539713859558105 0.04393252618860359
8 0.2014014720916748 0.02812240037519702
9 0.1950169801712036 0.06568620057901643
10 0.22870171070098877 0.035470281944586284
