size time error
1 0.028180480003356934 0.0019642117280017054
2 0.04046368598937988 0.014802984721390246
3 0.12080049514770508 0.007876403049715876
4 0.1982560157775879 0.01823609841369363
5 1.9296280145645142 0.47543988485065675
6 13.880966186523438 0.484934895470585
7 17.498188853263855 0.9834078644450512
8 120.15441834926605 0.009493324745987816
9 120.1420419216156 0.009845166637356758
10 120.12966930866241 0.0014901439759511695
