size time error
0 35.544307827949524 2.2721411550819366
1 36.39626407623291 0.726665616293907
2 39.641963839530945 1.2961152268598712
3 34.24874222278595 2.79151036296071
4 43.947725892066956 8.684477664132093
5 45.56739568710327 1.5469734377841065
6 47.42484903335571 9.874741923893824
7 50.37001168727875 8.68994596484529
8 56.4815434217453 11.898860002257155
9 62.78399395942688 13.038397326675538
10 64.84545862674713 25.389636649914312
