size time error
0 0.27291369438171387 0.05035435720251149
1 0.4046748876571655 0.008457523796984084
2 0.33026981353759766 0.01912151940721049
3 0.43156707286834717 0.1426787147395653
4 0.6765971183776855 0.2645830792607169
5 0.8055391311645508 0.2723873269057821
6 0.7190017700195312 0.027182357066010042
7 0.9952801465988159 0.3036958604410087
8 0.8253953456878662 0.1514275575534567
9 1.0094490051269531 0.016355337445743495
10 1.0606989860534668 0.4232420244942787
