size time error
1 0.14763498306274414 0.0008365306492442247
2 0.15158045291900635 0.007895790600030888
3 0.14671123027801514 0.000601351234553436
4 0.16007566452026367 0.019336299747222008
5 0.14606916904449463 0.015395232236665328
6 0.21379053592681885 0.01848779939300069
7 1.0917712450027466 0.3511491657668183
8 24.083412528038025 0.9723889923703631
9 120.05792820453644 0.000685307756787137
10 120.04212653636932 0.01977378403476509
