size time error
10 4.65422203540802 1.3878823632049024
20 3.6220608234405516 1.4040509113536075
30 1.315537691116333 0.7528284932281543
40 1.4037052869796753 0.738845437687258
50 1.5064757585525512 0.6980322487050652
60 1.8555351495742798 1.0702861099224548
70 0.31675784587860106 0.025971141564496435
80 0.2781078815460205 0.016688908965346083
90 0.2909645318984985 0.019042967165028544
100 0.24679090976715087 0.01532522401173216
