size time error
1 0.1330585479736328 0.0018915505611689241
2 0.1351073980331421 0.005154222398094253
3 0.14406895637512207 0.00010182678600231998
4 0.14743995666503906 0.002086100413895211
5 0.42538952827453613 0.0029590459402528482
6 18.93558645248413 0.7333878700440006
7 120.00297462940216 0.0004944668267298088
8 120.00311541557312 0.00018308590993132366
9 120.00315546989441 0.0005111569787401228
10 120.00332200527191 0.00036195713501155797
